frequency,RFDynamic_njobs50_mode0_L2_norm_flow_time,RFDynamic_njobs50_mode1_L2_norm_flow_time,RFDynamic_njobs50_mode2_L2_norm_flow_time,RFDynamic_njobs50_mode4_L2_norm_flow_time,RFDynamic_njobs50_mode8_L2_norm_flow_time,RFDynamic_njobs50_mode16_L2_norm_flow_time,RFDynamic_njobs50_mode0_maximum_flow_time,RFDynamic_njobs50_mode1_maximum_flow_time,RFDynamic_njobs50_mode2_maximum_flow_time,RFDynamic_njobs50_mode4_maximum_flow_time,RFDynamic_njobs50_mode8_maximum_flow_time,RFDynamic_njobs50_mode16_maximum_flow_time
1024,15464609.810039,15093537.965540,15299854.626650,15440611.127097,15464609.810039,15464609.810039,262090.000000,262090.000000,262090.000000,262090.000000,262090.000000,262090.000000
128,15160218.165795,15159595.374507,15160218.165795,15160218.165795,15160218.165795,15160218.165795,265519.000000,265519.000000,265519.000000,265519.000000,265519.000000,265519.000000
16384,21624826.436101,21624826.436101,21623235.680655,21623489.227987,21609895.591193,21509958.252235,334074.000000,334074.000000,334074.000000,334074.000000,334074.000000,334074.000000
16,14957622.947759,14957622.947759,14957622.947759,14957622.947759,14957622.947759,14957622.947759,256948.000000,256948.000000,256948.000000,256948.000000,256948.000000,256948.000000
2048,14597129.010593,14278512.329275,14532465.542184,14545477.079911,14597129.010593,14597129.010593,257486.000000,257358.000000,257486.000000,257486.000000,257486.000000,257486.000000
256,15460337.488405,15310587.684575,15454511.582815,15460337.488405,15460337.488405,15460337.488405,270326.000000,270326.000000,270326.000000,270326.000000,270326.000000,270326.000000
2,14136351.958536,14136351.958536,14136351.958536,14136351.958536,14136351.958536,14136351.958536,245718.000000,245718.000000,245718.000000,245718.000000,245718.000000,245718.000000
32768,27167163.543961,27167163.543961,27167163.543961,27142399.025160,27094365.839026,27014956.046547,378330.000000,378330.000000,378330.000000,378330.000000,378330.000000,378330.000000
32,15634421.577287,15634421.577287,15634421.577287,15634421.577287,15634421.577287,15634421.577287,268301.000000,268301.000000,268301.000000,268301.000000,268301.000000,268301.000000
4096,19331000.053489,19329889.223408,19324361.005959,19295953.710577,19149705.648741,19331000.053489,295790.000000,295790.000000,295790.000000,295790.000000,295790.000000,295790.000000
4,15155877.140503,15155877.140503,15155877.140503,15155877.140503,15155877.140503,15155877.140503,262820.000000,262820.000000,262820.000000,262820.000000,262820.000000,262820.000000
512,15862145.388378,15684600.628463,15714360.784584,15763554.088337,15862145.388378,15862145.388378,274794.000000,274794.000000,274794.000000,274794.000000,274794.000000,274794.000000
64,14439041.227666,14355662.619958,14439041.227666,14439041.227666,14439041.227666,14439041.227666,254413.000000,254413.000000,254413.000000,254413.000000,254413.000000,254413.000000
65536,21604836.457025,21604836.457025,21604836.457025,21604836.457025,21604836.457025,21604836.457025,417085.000000,417085.000000,417085.000000,417085.000000,417085.000000,417085.000000
8192,15072557.929881,14977593.375385,15049147.308481,15045110.050446,14976089.709743,15013273.845116,288011.000000,288011.000000,288011.000000,288011.000000,288011.000000,288011.000000
8,14327920.898169,14327920.898169,14327920.898169,14327920.898169,14327920.898169,14327920.898169,249380.000000,249380.000000,249380.000000,249380.000000,249380.000000,249380.000000
