frequency,RFDynamic_njobs25_mode0_L2_norm_flow_time,RFDynamic_njobs25_mode1_L2_norm_flow_time,RFDynamic_njobs25_mode2_L2_norm_flow_time,RFDynamic_njobs25_mode4_L2_norm_flow_time,RFDynamic_njobs25_mode8_L2_norm_flow_time,RFDynamic_njobs25_mode16_L2_norm_flow_time,RFDynamic_njobs25_mode0_maximum_flow_time,RFDynamic_njobs25_mode1_maximum_flow_time,RFDynamic_njobs25_mode2_maximum_flow_time,RFDynamic_njobs25_mode4_maximum_flow_time,RFDynamic_njobs25_mode8_maximum_flow_time,RFDynamic_njobs25_mode16_maximum_flow_time
1024,16746820.692068,16642578.210748,16721899.691714,16656089.315873,16682799.927847,16683071.016631,289499.000000,289499.000000,289499.000000,289499.000000,289499.000000,289499.000000
128,16019249.276842,15843889.893842,15993867.798462,16019249.276842,16019249.276842,16019249.276842,274749.000000,274749.000000,274749.000000,274749.000000,274749.000000,274749.000000
16384,6682398.186134,6672209.519135,6682348.196243,6680251.842222,6675563.388019,6666901.088745,125940.000000,125940.000000,125940.000000,125940.000000,125940.000000,125940.000000
16,14661832.399798,14596795.084700,14661832.399798,14661832.399798,14661832.399798,14661832.399798,255349.000000,255349.000000,255349.000000,255349.000000,255349.000000,255349.000000
2048,15289465.042047,15215035.085085,15270032.922036,15247125.968252,15164358.397332,15171376.691757,260666.000000,260666.000000,260666.000000,260666.000000,260666.000000,260666.000000
256,14234676.765072,13966935.060155,14141244.603812,14229127.600899,14234676.765072,14234676.765072,241268.000000,241268.000000,241268.000000,241268.000000,241268.000000,241268.000000
2,14501609.581732,14481102.227190,14501609.581732,14501609.581732,14501609.581732,14501609.581732,252221.000000,252221.000000,252221.000000,252221.000000,252221.000000,252221.000000
32768,20717453.096023,20646876.778565,20734190.927041,20722772.337452,20700106.793555,20685432.783532,368095.000000,368095.000000,368095.000000,368095.000000,368095.000000,368095.000000
32,15548885.029182,15499197.376517,15527686.478005,15548885.029182,15548885.029182,15548885.029182,271781.000000,271781.000000,271781.000000,271781.000000,271781.000000,271781.000000
4096,12721116.126520,12683830.920197,12720285.157873,12708927.527269,12703623.499117,12584845.319422,193584.000000,193584.000000,193584.000000,193584.000000,193584.000000,193584.000000
4,14836620.683132,14835190.736253,14836620.683132,14836620.683132,14836620.683132,14836620.683132,255837.000000,255837.000000,255837.000000,255837.000000,255837.000000,255837.000000
512,14523902.635977,14214026.080407,14446313.601895,14429756.080373,14493413.052417,14523902.635977,262635.000000,262635.000000,262635.000000,262635.000000,262635.000000,262635.000000
64,15173587.748111,15099166.753089,15164507.689577,15173587.748111,15173587.748111,15173587.748111,262138.000000,262138.000000,262138.000000,262138.000000,262138.000000,262138.000000
65536,25217979.940196,25311639.226806,25311640.329400,25311639.876306,25311636.827585,25311594.995232,464732.000000,464732.000000,464732.000000,464732.000000,464732.000000,464732.000000
8192,14850914.858637,14841441.798872,14847558.976801,14844322.098833,14839084.777557,14832378.167785,272705.000000,272705.000000,272705.000000,272705.000000,272705.000000,272705.000000
8,14462065.278444,14460181.346229,14462065.278444,14462065.278444,14462065.278444,14462065.278444,254733.000000,254733.000000,254733.000000,254733.000000,254733.000000,254733.000000
