frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,2465710.639916,41980.000000,63309.793326
4,818981.343394,15331.000000,10736.122904
8,1368527.486537,19925.000000,53729.593345
16,613951.861284,15172.000000,9122.286117
32,725839.084331,20860.000000,820.594297
64,2146050.472371,28928.000000,85980.690768
128,227692.967581,5966.000000,1719.081441
256,216439.516293,6030.000000,31010.917964
512,691247.729278,12735.000000,15576.633783
1024,1996025.935303,31601.000000,114116.701849
2048,2055139.421742,33018.000000,162756.357873
4096,322122.106918,8069.000000,53274.577558
8192,229732.451528,8274.000000,137996.617589
16384,1006267.795377,21865.000000,496646.049775
32768,207943.932939,6550.000000,47621.580213
65536,4022671.708014,57711.000000,1892554.699575
