frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,1440112.502869,25074.000000,38747.134475
4,1698928.085469,22133.000000,66745.878187
8,369764.902749,10272.000000,6671.080722
16,6565397.532206,107484.000000,120689.753550
32,190719.914728,5441.000000,9975.939354
64,725358.486649,15939.000000,14536.865893
128,123550.997722,4622.000000,1052.488955
256,868466.529782,15794.000000,23472.541085
512,504329.686109,17843.000000,56369.693524
1024,512163.096691,9803.000000,2474.970303
2048,1673971.343608,27490.000000,302626.568518
4096,1534906.008052,35347.000000,393038.208066
8192,463377.051377,9997.000000,116670.263671
16384,4099092.390104,80195.000000,947647.096819
32768,238168.165280,7793.000000,34923.432649
65536,4600392.389652,80414.000000,466670.760848
