frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,306619.171018,8720.000000,3162.120965
4,446008.038074,10131.000000,2879.965625
8,1352207.181294,21747.000000,46.701178
16,606114.751924,11915.000000,32066.392610
32,161733.012576,5343.000000,290.975944
64,960892.288657,46019.000000,3016.834268
128,1764193.074342,27393.000000,125892.411531
256,571838.960006,12596.000000,17750.562160
512,620647.295120,14765.000000,51036.547493
1024,1119111.556052,17952.000000,62801.532187
2048,1686046.764124,30904.000000,94756.273718
4096,2001453.042165,49928.000000,35397.903879
8192,2338510.234067,49757.000000,1196318.254447
16384,488924.622580,10614.000000,134385.653691
32768,3714733.567542,58263.000000,899614.587844
65536,573634.054256,29935.000000,0.000000
