frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,256089.210216,7395.000000,23.853721
4,178964.344108,5370.000000,1028.641823
8,1344515.019737,20457.000000,26848.848988
16,16827044.814505,249049.000000,736309.695276
32,418896.243842,10882.000000,14183.184445
64,3079641.528783,51958.000000,2681.019582
128,1004639.481290,43199.000000,3224.826972
256,1303189.965722,30650.000000,182217.857333
512,1599065.714470,24456.000000,66980.398775
1024,1241374.746383,24269.000000,377644.087650
2048,637742.903850,21537.000000,56835.068039
4096,231803.640424,5540.000000,22515.929805
8192,746238.655624,18711.000000,224610.148793
16384,879986.316913,18911.000000,106809.562634
32768,3256885.138552,54823.000000,922771.268915
65536,1649002.598479,26653.000000,827991.389658
