frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,4627918.283921,61013.000000,76878.927373
4,2064932.532621,44794.000000,31646.163290
8,239248.051213,8176.000000,12569.933890
16,334106.802789,9202.000000,11503.824321
32,1722061.896374,31278.000000,61019.919846
64,352888.427939,7566.000000,3790.297482
128,3538567.680170,49636.000000,332958.129296
256,2667607.851105,46800.000000,273081.284626
512,8863416.098251,118365.000000,24883.186211
1024,1021722.842740,16914.000000,203453.679475
2048,807368.647467,15686.000000,50546.278923
4096,3739505.899173,57742.000000,1247369.586977
8192,1022491.280554,23582.000000,577816.144852
16384,575536.060254,14813.000000,441850.461361
32768,1196425.434650,24420.000000,901285.785980
65536,790867.224428,15819.000000,411287.980064
