frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,3846752.295901,63178.000000,67677.040538
4,660929.622818,14652.000000,19704.810529
8,785262.527194,15521.000000,33585.032410
16,760860.560750,14106.000000,28059.994209
32,1170210.542456,26021.000000,51459.609783
64,1870712.030566,26755.000000,88600.055118
128,1658108.786589,35210.000000,36616.968553
256,1275885.601380,18111.000000,102515.025908
512,420825.184921,10986.000000,2652.882772
1024,1198323.912451,21405.000000,205414.980926
2048,2949743.798724,58679.000000,395216.238763
4096,377501.503220,10834.000000,151011.019111
8192,7656300.696887,92916.000000,1934163.006640
16384,815755.797883,16881.000000,438701.030308
32768,1371139.536693,26403.000000,501364.495837
65536,7714738.750236,138392.000000,7714554.047861
