frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,682381.330038,233797.000000,0.000000
4,389996.463411,178254.000000,0.000000
8,634886.491953,187860.000000,0.000000
16,241438.530541,97942.000000,0.000000
32,410163.398675,140240.000000,0.000000
64,208480.746154,63280.000000,0.000000
128,499409.495580,231528.000000,0.000000
256,695675.112859,196262.000000,0.000000
512,583977.975830,139476.000000,0.000000
1024,722126.196785,147856.000000,0.000000
2048,1023072.252017,187249.000000,0.000000
4096,1615543.859787,279911.000000,0.000000
8192,237768.593828,62186.000000,0.000000
16384,326116.061343,74885.000000,0.000000
32768,1415871.767814,203258.000000,0.000000
65536,1294733.204469,176883.000000,0.000000
