frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,165871.778902,58387.000000,0.000000
4,287286.273939,127585.000000,0.000000
8,430355.513171,200743.000000,0.000000
16,307206.822235,159077.000000,0.000000
32,171051.865015,68397.000000,0.000000
64,111511.420819,51373.000000,0.000000
128,601701.932123,199130.000000,0.000000
256,159434.999514,72781.000000,0.000000
512,202742.256755,123829.000000,0.000000
1024,177477.385295,82671.000000,0.000000
2048,219639.379088,71529.000000,0.000000
4096,513538.901839,165120.000000,0.000000
8192,326758.584911,158929.000000,0.000000
16384,714277.089864,239697.000000,0.000000
32768,727438.490686,265106.000000,0.000000
65536,416926.521870,140863.000000,0.000000
