frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,616164.052699,106359.000000,0.000000
4,323344.989029,69937.000000,0.000000
8,691515.568341,95014.000000,0.000000
16,1137450.122879,162992.000000,0.000000
32,502869.605002,80560.000000,0.000000
64,1260990.681630,184449.000000,0.000000
128,1426639.092636,166249.000000,0.000000
256,1098606.980772,139369.000000,0.000000
512,1746302.202527,225780.000000,0.000000
1024,1824481.899918,220388.000000,0.000000
2048,1447493.371443,155860.000000,0.000000
4096,2096118.129233,221868.000000,0.000000
8192,1732302.353527,207160.000000,0.000000
16384,2484728.144864,220220.000000,0.000000
32768,2830043.780940,144285.000000,0.000000
65536,2146681.165712,240068.000000,0.000000
