frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,417381.508225,121381.000000,0.000000
4,263842.079464,104723.000000,0.000000
8,622020.139417,192859.000000,0.000000
16,756267.099859,269456.000000,0.000000
32,244681.176438,93537.000000,0.000000
64,210346.410231,79011.000000,0.000000
128,1357092.173769,300284.000000,0.000000
256,723143.085295,224399.000000,0.000000
512,641228.885037,218914.000000,0.000000
1024,737092.789582,209756.000000,0.000000
2048,1229150.497883,200622.000000,0.000000
4096,904318.757248,270011.000000,0.000000
8192,1017194.265534,201900.000000,0.000000
16384,777900.909722,116614.000000,0.000000
32768,2069799.521230,293261.000000,0.000000
65536,2278661.651834,174863.000000,0.000000
