frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,548035.654470,254326.000000,0.000000
4,658407.021052,290232.000000,0.000000
8,437259.433664,259699.000000,0.000000
16,337155.882894,250700.000000,0.000000
32,106422.917767,54734.000000,0.000000
64,441526.945387,269867.000000,0.000000
128,354575.180079,215719.000000,0.000000
256,262377.550436,143004.000000,0.000000
512,238198.313075,106566.000000,0.000000
1024,283076.411546,167871.000000,0.000000
2048,271525.050953,133150.000000,0.000000
4096,88787.396966,38398.000000,0.000000
8192,134481.199400,68718.000000,0.000000
16384,825698.831380,312750.000000,0.000000
32768,237943.889642,105975.000000,0.000000
65536,557351.254519,209231.000000,0.000000
