frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,278013.265112,136572.000000,0.000000
4,83836.678417,64087.000000,0.000000
8,131375.166321,93371.000000,0.000000
16,263164.790631,147626.000000,0.000000
32,122585.084831,85171.000000,0.000000
64,87242.625459,44943.000000,0.000000
128,362744.266567,186288.000000,0.000000
256,519955.982174,230418.000000,0.000000
512,96031.285152,44405.000000,0.000000
1024,438123.564294,221927.000000,0.000000
2048,360267.028977,191160.000000,0.000000
4096,559575.747636,245053.000000,0.000000
8192,645319.334042,274949.000000,0.000000
16384,312027.275875,191664.000000,0.000000
32768,331518.287381,223791.000000,0.000000
65536,734801.438967,168538.000000,0.000000
