frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,317783.536850,146878.000000,0.000000
4,401627.542761,135285.000000,0.000000
8,707661.763803,303950.000000,0.000000
16,344680.198838,147706.000000,0.000000
32,426502.296235,264187.000000,0.000000
64,302660.453897,106002.000000,0.000000
128,314385.059683,202391.000000,0.000000
256,306178.927957,188290.000000,0.000000
512,495443.722867,197049.000000,0.000000
1024,306946.842052,144588.000000,0.000000
2048,226084.611402,142246.000000,0.000000
4096,305936.548984,233831.000000,0.000000
8192,325438.768164,241057.000000,0.000000
16384,601215.416124,247013.000000,0.000000
32768,310706.864268,201607.000000,0.000000
65536,549247.927918,167683.000000,0.000000
