frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,329221.546414,148739.000000,0.000000
4,530293.564539,180836.000000,0.000000
8,631238.126816,181113.000000,0.000000
16,706168.111422,223757.000000,0.000000
32,457957.336495,170539.000000,0.000000
64,389030.932201,103695.000000,0.000000
128,1142168.649286,262025.000000,0.000000
256,886452.498002,223426.000000,0.000000
512,333181.137103,85282.000000,0.000000
1024,1121131.445716,278898.000000,0.000000
2048,552037.191729,181559.000000,0.000000
4096,686525.650198,245466.000000,0.000000
8192,1155940.139074,289759.000000,0.000000
16384,2201885.100356,301121.000000,0.000000
32768,530156.577442,143144.000000,0.000000
65536,1567737.969898,180451.000000,0.000000
