frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,120419.500485,50886.000000,0.000000
4,571867.663784,238414.000000,0.000000
8,132347.771398,90446.000000,0.000000
16,114310.866828,64092.000000,0.000000
32,465972.375645,196128.000000,0.000000
64,493004.197376,177575.000000,0.000000
128,236418.984982,69307.000000,0.000000
256,446559.335700,250157.000000,0.000000
512,171813.487585,80367.000000,0.000000
1024,804013.075584,297863.000000,0.000000
2048,461710.226587,281591.000000,0.000000
4096,570222.491286,219631.000000,0.000000
8192,161633.769550,63321.000000,0.000000
16384,575515.530521,200063.000000,0.000000
32768,396621.528068,221843.000000,0.000000
65536,852707.764018,293045.000000,0.000000
