frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,269129.701834,98204.000000,0.000000
4,584970.822265,288520.000000,0.000000
8,445889.435940,160425.000000,0.000000
16,125178.950371,48057.000000,0.000000
32,114537.262644,45149.000000,0.000000
64,183493.412879,94274.000000,0.000000
128,217135.764212,105987.000000,0.000000
256,256611.610846,91687.000000,0.000000
512,1002433.363074,287573.000000,0.000000
1024,285508.232923,134538.000000,0.000000
2048,224182.914106,120251.000000,0.000000
4096,231703.628452,73094.000000,0.000000
8192,418243.728355,123181.000000,0.000000
16384,554836.257292,146731.000000,0.000000
32768,270323.607717,85807.000000,0.000000
65536,181811.909208,90536.000000,0.000000
