frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,535184.370871,232952.000000,0.000000
4,360579.842696,171175.000000,0.000000
8,118631.143213,47163.000000,0.000000
16,155053.827892,48582.000000,0.000000
32,259859.845151,119305.000000,0.000000
64,294170.963802,180888.000000,0.000000
128,336686.196548,171699.000000,0.000000
256,734169.666146,339192.000000,0.000000
512,347984.552012,174376.000000,0.000000
1024,94617.015801,37259.000000,0.000000
2048,803997.410848,294783.000000,0.000000
4096,182613.003127,56113.000000,0.000000
8192,302161.455272,114796.000000,0.000000
16384,481918.846723,145071.000000,0.000000
32768,1126555.371487,229361.000000,0.000000
65536,991202.858933,182771.000000,0.000000
