frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,117745.626123,54622.000000,0.000000
4,337366.075168,106828.000000,0.000000
8,915589.045968,275592.000000,0.000000
16,425505.162864,158142.000000,0.000000
32,416463.486684,157463.000000,0.000000
64,662569.223347,160519.000000,0.000000
128,468603.987291,158017.000000,0.000000
256,605058.468843,200494.000000,0.000000
512,1085581.760836,236335.000000,0.000000
1024,762269.762848,239202.000000,0.000000
2048,1315587.161007,271628.000000,0.000000
4096,571886.512135,110591.000000,0.000000
8192,864574.153631,230564.000000,0.000000
16384,1765149.865294,234656.000000,0.000000
32768,2424711.123346,276734.000000,0.000000
65536,773638.402418,98075.000000,0.000000
