frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,787286.914455,254907.000000,0.000000
4,264681.279914,68119.000000,0.000000
8,447834.057227,171558.000000,0.000000
16,469160.256767,157752.000000,0.000000
32,713808.315504,260932.000000,0.000000
64,732616.083842,180428.000000,0.000000
128,914456.889111,285114.000000,0.000000
256,421728.774088,145000.000000,0.000000
512,496779.317266,168933.000000,0.000000
1024,649644.443705,186956.000000,0.000000
2048,704417.519593,173848.000000,0.000000
4096,372907.159931,76893.000000,0.000000
8192,727234.472210,239506.000000,0.000000
16384,650958.643665,129155.000000,0.000000
32768,2175182.160374,183279.000000,0.000000
65536,1681633.620175,185464.000000,0.000000
