frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,344277.754716,102506.000000,0.000000
4,257152.737954,93201.000000,0.000000
8,335125.684140,119820.000000,0.000000
16,877935.298560,285677.000000,0.000000
32,844587.193820,258221.000000,0.000000
64,752581.998562,202198.000000,0.000000
128,1138395.291224,291902.000000,0.000000
256,441284.734543,98441.000000,0.000000
512,366636.933986,127468.000000,0.000000
1024,604628.367885,222927.000000,0.000000
2048,563280.435169,137612.000000,0.000000
4096,391361.110838,96287.000000,0.000000
8192,754559.230086,239865.000000,0.000000
16384,1846422.269459,214245.000000,0.000000
32768,933752.418634,206801.000000,0.000000
65536,698911.643875,149937.000000,0.000000
