frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,97788.482016,56560.000000,0.000000
4,180789.223780,74630.000000,0.000000
8,446985.239870,298807.000000,0.000000
16,200865.475077,102041.000000,0.000000
32,365218.585176,200769.000000,0.000000
64,380757.861954,223340.000000,0.000000
128,148897.567821,83263.000000,0.000000
256,590245.672911,355171.000000,0.000000
512,273996.353290,101057.000000,0.000000
1024,181415.989011,132047.000000,0.000000
2048,639431.791593,278924.000000,0.000000
4096,564696.998990,285235.000000,0.000000
8192,148056.334363,70788.000000,0.000000
16384,733543.727057,355635.000000,0.000000
32768,195032.600993,58645.000000,0.000000
65536,499447.330170,269394.000000,0.000000
