frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,92739.643276,49458.000000,0.000000
4,309548.401474,159020.000000,0.000000
8,82898.803948,50625.000000,0.000000
16,474612.273021,290350.000000,0.000000
32,67737.524512,27622.000000,0.000000
64,136022.999320,53891.000000,0.000000
128,156330.246990,112839.000000,0.000000
256,74180.714172,41365.000000,0.000000
512,94359.578825,50025.000000,0.000000
1024,278058.509120,118267.000000,0.000000
2048,365091.537490,240008.000000,0.000000
4096,99618.391510,45295.000000,0.000000
8192,108633.230252,81069.000000,0.000000
16384,146721.282185,85404.000000,0.000000
32768,175236.960228,106817.000000,0.000000
65536,903179.884340,250784.000000,0.000000
