frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,196365.083574,60681.000000,0.000000
4,861023.511633,249421.000000,0.000000
8,295575.638697,126960.000000,0.000000
16,214130.381399,86636.000000,0.000000
32,426632.218385,145722.000000,0.000000
64,185710.974721,94290.000000,0.000000
128,330298.538836,199703.000000,0.000000
256,745187.264010,283777.000000,0.000000
512,127782.677030,67890.000000,0.000000
1024,489047.578795,177095.000000,0.000000
2048,818226.031271,269968.000000,0.000000
4096,562159.715482,254002.000000,0.000000
8192,703617.528675,216266.000000,0.000000
16384,416700.071655,116587.000000,0.000000
32768,767161.007042,218776.000000,0.000000
65536,875306.487437,193116.000000,0.000000
