Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
38,7.918000,512.000000,28872.879766,8042.000000,28872.879766,8042.000000,28872.879766,8042.000000,28872.879766,8042.000000,28872.879766,8042.000000,28872.879766,8042.000000
38,5.649000,4096.000000,62387.561990,10026.000000,62387.561990,10026.000000,62387.561990,10026.000000,62387.561990,10026.000000,62387.561990,10026.000000,62387.561990,10026.000000
38,30.000000,15.000000,14454.907091,1972.000000,14454.907091,1972.000000,14454.907091,1972.000000,14454.907091,1972.000000,14454.907091,1972.000000,14454.907091,1972.000000
38,30.000000,6.000000,10541.531151,1081.000000,10541.531151,1081.000000,10541.531151,1081.000000,10541.531151,1081.000000,10541.531151,1081.000000,10541.531151,1081.000000
38,16.772000,64.000000,13317.111924,1688.000000,13317.111924,1688.000000,13317.111924,1688.000000,13317.111924,1688.000000,13317.111924,1688.000000,13317.111924,1688.000000
38,30.000000,12.000000,16991.420070,5917.000000,16991.420070,5917.000000,16991.420070,5917.000000,16991.420070,5917.000000,16991.420070,5917.000000,16991.420070,5917.000000
38,4.639000,32768.000000,178049.033056,18656.000000,178049.033056,18656.000000,178049.033056,18656.000000,178049.033056,18656.000000,178049.033056,18656.000000,178049.033056,18656.000000
38,30.000000,9.000000,11877.598410,1125.000000,11877.598410,1125.000000,11877.598410,1125.000000,11877.598410,1125.000000,11877.598410,1125.000000,11877.598410,1125.000000
38,4.073000,262144.000000,308413.953801,235336.000000,308413.953801,235336.000000,308413.953801,235336.000000,308413.953801,235336.000000,308413.953801,235336.000000,308413.953801,235336.000000
38,30.000000,18.000000,15230.108470,2449.000000,15230.108470,2449.000000,15230.108470,2449.000000,15230.108470,2449.000000,15230.108470,2449.000000,15230.108470,2449.000000
