Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
38,30.000000,6.000000,13544.519999,848.000000,13544.519999,848.000000,13544.519999,848.000000,13544.519999,848.000000,13544.519999,848.000000,13544.519999,848.000000
38,30.000000,15.000000,13273.832943,1368.000000,13225.316405,1368.000000,13137.754374,614.000000,13138.099178,614.000000,13138.099178,614.000000,13137.754374,614.000000
38,4.639000,32768.000000,65656.186121,16310.000000,65656.186121,16310.000000,65656.186121,16310.000000,65656.186121,16310.000000,65656.186121,16310.000000,65656.186121,16310.000000
38,16.772000,64.000000,13928.892562,3448.000000,12936.681375,610.000000,12936.681375,610.000000,12934.437676,610.000000,12934.437676,610.000000,12934.437676,610.000000
38,30.000000,12.000000,13924.433202,1230.000000,13832.324027,675.000000,13832.324027,675.000000,13832.324027,675.000000,13844.968436,675.000000,13832.324027,675.000000
38,30.000000,9.000000,12192.928360,557.000000,12192.928360,557.000000,12192.928360,557.000000,12192.928360,557.000000,12192.928360,557.000000,12192.928360,557.000000
38,4.073000,262144.000000,82342.088831,25468.000000,82342.088831,25468.000000,82342.088831,25468.000000,82342.088831,25468.000000,82342.088831,25468.000000,82342.088831,25468.000000
38,30.000000,18.000000,14935.664632,1730.000000,14742.274384,1055.000000,14732.970474,1055.000000,14760.848892,1043.000000,14759.530514,1043.000000,14717.725470,724.000000
38,5.649000,4096.000000,75921.398446,29725.000000,75921.398446,29725.000000,75921.398446,29725.000000,75921.398446,29725.000000,75921.398446,29725.000000,75921.398446,29725.000000
38,7.918000,512.000000,19963.672157,3753.000000,19963.672157,3753.000000,19963.672157,3753.000000,19963.672157,3753.000000,19963.672157,3753.000000,19963.672157,3753.000000
