Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
32,30.000000,12.000000,45848.241188,6334.000000,45848.241188,6334.000000,45848.241188,6334.000000,45848.241188,6334.000000,45848.241188,6334.000000,45848.241188,6334.000000
32,30.000000,18.000000,83265.461105,10741.000000,83265.461105,10741.000000,83265.461105,10741.000000,83265.461105,10741.000000,83265.461105,10741.000000,83265.461105,10741.000000
32,16.772000,64.000000,44948.129494,4795.000000,44948.129494,4795.000000,44948.129494,4795.000000,44948.129494,4795.000000,44948.129494,4795.000000,44948.129494,4795.000000
32,30.000000,15.000000,63859.531826,10128.000000,63859.531826,10128.000000,63859.531826,10128.000000,63859.531826,10128.000000,63859.531826,10128.000000,63859.531826,10128.000000
32,4.639000,32768.000000,99670.268084,13924.000000,99670.268084,13924.000000,99670.268084,13924.000000,99670.268084,13924.000000,99670.268084,13924.000000,99670.268084,13924.000000
32,30.000000,9.000000,45474.174407,6678.000000,45474.174407,6678.000000,45474.174407,6678.000000,45474.174407,6678.000000,45474.174407,6678.000000,45474.174407,6678.000000
32,30.000000,6.000000,45065.706818,14167.000000,45065.706818,14167.000000,45065.706818,14167.000000,45065.706818,14167.000000,45065.706818,14167.000000,45065.706818,14167.000000
32,5.649000,4096.000000,127833.319013,52381.000000,127833.319013,52381.000000,127833.319013,52381.000000,127833.319013,52381.000000,127833.319013,52381.000000,127833.319013,52381.000000
32,4.073000,262144.000000,238717.219354,36565.000000,238717.219354,36565.000000,238717.219354,36565.000000,238717.219354,36565.000000,238717.219354,36565.000000,238717.219354,36565.000000
32,7.918000,512.000000,233045.058457,103196.000000,233045.058457,103196.000000,233045.058457,103196.000000,233045.058457,103196.000000,233045.058457,103196.000000,233045.058457,103196.000000
