Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
20,4.073000,262144.000000,645973.241826,220679.000000,645973.241826,220679.000000,645973.241826,220679.000000,645973.241826,220679.000000,645973.241826,220679.000000,645973.241826,220679.000000
20,5.649000,4096.000000,1583269.865333,260363.000000,1583269.865333,260363.000000,1583269.865333,260363.000000,1583269.865333,260363.000000,1583269.865333,260363.000000,1583269.865333,260363.000000
20,4.639000,32768.000000,1125945.593899,249499.000000,1125945.593899,249499.000000,1125945.593899,249499.000000,1125945.593899,249499.000000,1125945.593899,249499.000000,1125945.593899,249499.000000
20,30.000000,12.000000,5602552.817517,98643.000000,5611491.052643,98643.000000,5611491.052643,98643.000000,5611491.052643,98643.000000,5602552.817517,98643.000000,5602552.817517,98643.000000
20,16.772000,64.000000,6073239.170261,104127.000000,6088062.318436,104127.000000,6088062.318436,104127.000000,5986038.958246,104127.000000,6092913.547911,225037.000000,6073239.170261,104127.000000
20,30.000000,18.000000,6069895.212610,133744.000000,6218126.333370,107971.000000,6218126.333370,107971.000000,6407885.661507,277110.000000,6407885.661507,277110.000000,6069895.212610,133744.000000
20,7.918000,512.000000,3177429.155945,273951.000000,3177429.155945,273951.000000,3177429.155945,273951.000000,3177429.155945,273951.000000,3177429.155945,273951.000000,3177429.155945,273951.000000
20,30.000000,15.000000,6256978.643692,109336.000000,6313967.140213,109336.000000,6313967.140213,109336.000000,6142589.315684,223620.000000,6758419.134379,277702.000000,6256978.643692,109336.000000
20,30.000000,9.000000,5800680.810352,104776.000000,5800680.810352,104776.000000,5800680.810352,104776.000000,5800680.810352,104776.000000,5800680.810352,104776.000000,5800680.810352,104776.000000
20,30.000000,6.000000,6092790.297505,105545.000000,6092790.297505,105545.000000,6092790.297505,105545.000000,6092790.297505,105545.000000,6092790.297505,105545.000000,6092790.297505,105545.000000
