Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
20,5.649000,4096.000000,1855550.899514,294334.000000,1855550.899514,294334.000000,1855550.899514,294334.000000,1855550.899514,294334.000000,1855550.899514,294334.000000,1855550.899514,294334.000000
20,7.918000,512.000000,2837273.989225,260195.000000,2837273.989225,260195.000000,2837273.989225,260195.000000,2837273.989225,260195.000000,2837273.989225,260195.000000,2837273.989225,260195.000000
20,4.639000,32768.000000,1037651.847110,279607.000000,1037651.847110,279607.000000,1037651.847110,279607.000000,1037651.847110,279607.000000,1037651.847110,279607.000000,1037651.847110,279607.000000
20,4.073000,262144.000000,724353.723392,251772.000000,724353.723392,251772.000000,724353.723392,251772.000000,724353.723392,251772.000000,724353.723392,251772.000000,724353.723392,251772.000000
20,30.000000,18.000000,5999141.779715,135888.000000,6149182.738871,108111.000000,6149182.738871,108111.000000,6308991.499208,279754.000000,6308991.499208,279754.000000,5755562.472236,220973.000000
20,30.000000,15.000000,6073738.579931,106283.000000,6112648.251657,106283.000000,6112648.251657,106283.000000,5917839.455742,217577.000000,6568622.319219,278705.000000,6073738.579931,106283.000000
20,30.000000,6.000000,6045234.711810,104388.000000,6045234.711810,104388.000000,6045234.711810,104388.000000,6045234.711810,104388.000000,6045234.711810,104388.000000,6045234.711810,104388.000000
20,30.000000,9.000000,6076827.438298,105535.000000,6076827.438298,105535.000000,6076827.438298,105535.000000,6076827.438298,105535.000000,6076827.438298,105535.000000,6076827.438298,105535.000000
20,16.772000,64.000000,6001470.915028,104331.000000,6015794.188513,104331.000000,6015794.188513,104331.000000,5947905.468102,104331.000000,5918153.501917,113579.000000,6001470.915028,104331.000000
20,30.000000,12.000000,5939804.818042,103110.000000,5950560.759773,103110.000000,5950560.759773,103110.000000,5942781.641639,103110.000000,5939804.818042,103110.000000,5939804.818042,103110.000000
