Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
34,30.000000,18.000000,29278.734757,4115.000000,29278.734757,4115.000000,29278.734757,4115.000000,29278.734757,4115.000000,29278.734757,4115.000000,29278.734757,4115.000000
34,30.000000,9.000000,24613.970830,4216.000000,24613.970830,4216.000000,24613.970830,4216.000000,24613.970830,4216.000000,24613.970830,4216.000000,24613.970830,4216.000000
34,30.000000,6.000000,25249.638829,8282.000000,25249.638829,8282.000000,25249.638829,8282.000000,25249.638829,8282.000000,25249.638829,8282.000000,25249.638829,8282.000000
34,16.772000,64.000000,19339.081545,3503.000000,19339.081545,3503.000000,19339.081545,3503.000000,19339.081545,3503.000000,19339.081545,3503.000000,19339.081545,3503.000000
34,7.918000,512.000000,72673.475546,41973.000000,72673.475546,41973.000000,72673.475546,41973.000000,72673.475546,41973.000000,72673.475546,41973.000000,72673.475546,41973.000000
34,4.073000,262144.000000,273258.848997,61910.000000,273258.848997,61910.000000,273258.848997,61910.000000,273258.848997,61910.000000,273258.848997,61910.000000,273258.848997,61910.000000
34,30.000000,12.000000,25506.744500,3726.000000,25506.744500,3726.000000,25506.744500,3726.000000,25506.744500,3726.000000,25506.744500,3726.000000,25506.744500,3726.000000
34,30.000000,15.000000,28779.984885,5490.000000,28779.984885,5490.000000,28779.984885,5490.000000,28779.984885,5490.000000,28779.984885,5490.000000,28779.984885,5490.000000
34,5.649000,4096.000000,64549.222156,19257.000000,64549.222156,19257.000000,64549.222156,19257.000000,64549.222156,19257.000000,64549.222156,19257.000000,64549.222156,19257.000000
34,4.639000,32768.000000,270312.562137,140533.000000,270312.562137,140533.000000,270312.562137,140533.000000,270312.562137,140533.000000,270312.562137,140533.000000,270312.562137,140533.000000
