Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
32,5.649000,4096.000000,147638.106612,106618.000000,147638.106612,106618.000000,147638.106612,106618.000000,147638.106612,106618.000000,147638.106612,106618.000000,147638.106612,106618.000000
32,30.000000,15.000000,55444.142784,13848.000000,55444.142784,13848.000000,55444.142784,13848.000000,55444.142784,13848.000000,55444.142784,13848.000000,55444.142784,13848.000000
32,16.772000,64.000000,35628.184433,8041.000000,35628.184433,8041.000000,35628.184433,8041.000000,35628.184433,8041.000000,35628.184433,8041.000000,35628.184433,8041.000000
32,30.000000,12.000000,36400.252678,3832.000000,36400.252678,3832.000000,36400.252678,3832.000000,36400.252678,3832.000000,36400.252678,3832.000000,36400.252678,3832.000000
32,30.000000,9.000000,38943.725939,2380.000000,38943.725939,2380.000000,38943.725939,2380.000000,38943.725939,2380.000000,38943.725939,2380.000000,38943.725939,2380.000000
32,4.073000,262144.000000,235271.302744,30319.000000,235271.302744,30319.000000,235271.302744,30319.000000,235271.302744,30319.000000,235271.302744,30319.000000,235271.302744,30319.000000
32,30.000000,18.000000,60776.661763,8917.000000,60776.661763,8917.000000,60776.661763,8917.000000,60776.661763,8917.000000,60776.661763,8917.000000,60776.661763,8917.000000
32,30.000000,6.000000,42057.513205,9568.000000,42057.513205,9568.000000,42057.513205,9568.000000,42057.513205,9568.000000,42057.513205,9568.000000,42057.513205,9568.000000
32,7.918000,512.000000,103474.789442,33206.000000,103474.789442,33206.000000,103474.789442,33206.000000,103474.789442,33206.000000,103474.789442,33206.000000,103474.789442,33206.000000
32,4.639000,32768.000000,258948.367944,105989.000000,258948.367944,105989.000000,258948.367944,105989.000000,258948.367944,105989.000000,258948.367944,105989.000000,258948.367944,105989.000000
