arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
34,50.000000,25,2502292.664156,2501606.555812,2510252.577332,2509373.771448,2576524.213367,2466392.238085,2531187.977321,2510252.577332
34,250.000000,100,27469098.253766,27469098.253766,27469098.253766,27469098.253766,27469098.253766,27469098.253766,27469098.253766,27469098.253766
34,1000.000000,400,120128020.384090,120128020.384090,120128020.384090,120128020.384090,120128020.384090,120128020.384090,120128020.384090,120128020.384090
34,7.918000,512,80368.442071,80368.442071,80368.442071,80368.442071,80368.442071,80368.442071,80368.442071,80368.442071
34,30.000000,12,46529.653631,46398.351953,46398.351953,46398.351953,46398.351953,46398.351953,46398.351953,46398.351953
34,30.000000,9,49850.918006,49807.258698,49807.258698,49807.258698,49807.258698,49807.258698,49807.258698,49807.258698
34,16.772000,64,50109.695110,50020.660781,50020.660781,50020.660781,50020.660781,50020.660781,50020.660781,50020.660781
34,30.000000,6,39217.334611,39217.334611,39217.334611,39217.334611,39217.334611,39217.334611,39217.334611,39217.334611
34,4.073000,262144,151187.780922,151185.206227,151185.206227,151185.206227,151185.206227,151185.206227,151185.206227,151185.206227
34,5.649000,4096,259269.201034,259268.206985,259268.206985,259268.206985,259268.206985,259268.206985,259268.206985,259268.206985
34,4.639000,32768,481483.764860,481483.764860,481483.764860,481483.764860,481483.764860,481483.764860,481483.764860,481483.764860
