Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
24,4.639000,32768.000000,395514.883843,248911.000000,395514.883843,248911.000000,395514.883843,248911.000000,395514.883843,248911.000000,395514.883843,248911.000000,395514.883843,248911.000000
24,7.918000,512.000000,2079584.755072,263131.000000,2079584.755072,263131.000000,2079584.755072,263131.000000,2079584.755072,263131.000000,2079584.755072,263131.000000,2079584.755072,263131.000000
24,4.073000,262144.000000,504836.578496,276474.000000,504836.578496,276474.000000,504836.578496,276474.000000,504836.578496,276474.000000,504836.578496,276474.000000,504836.578496,276474.000000
24,5.649000,4096.000000,873103.491278,258331.000000,873103.491278,258331.000000,873103.491278,258331.000000,873103.491278,258331.000000,873103.491278,258331.000000,873103.491278,258331.000000
24,30.000000,6.000000,3568268.399032,63127.000000,3568268.399032,63127.000000,3568268.399032,63127.000000,3568268.399032,63127.000000,3568268.399032,63127.000000,3568268.399032,63127.000000
24,30.000000,15.000000,3894124.732170,66462.000000,3918969.288160,66462.000000,3918969.288160,66462.000000,3918969.288160,66462.000000,4551994.573113,243209.000000,3894124.732170,66462.000000
24,30.000000,12.000000,3671216.749927,63195.000000,3671216.749927,63195.000000,3671216.749927,63195.000000,3671216.749927,63195.000000,3671216.749927,63195.000000,3671216.749927,63195.000000
24,16.772000,64.000000,4013408.190179,68282.000000,4022825.347541,68282.000000,4022825.347541,68282.000000,4022825.347541,68282.000000,3930948.826196,89294.000000,4013408.190179,68282.000000
24,30.000000,18.000000,3993896.858013,120291.000000,4084988.727899,73299.000000,4084988.727899,73299.000000,4084988.727899,73299.000000,4313671.257516,238903.000000,3993896.858013,120291.000000
24,30.000000,9.000000,3937665.899068,67205.000000,3937665.899068,67205.000000,3937665.899068,67205.000000,3937665.899068,67205.000000,3937665.899068,67205.000000,3937665.899068,67205.000000
