Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
26,5.649000,4096.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000,944399.991935,254862.000000
26,30.000000,15.000000,2419635.808321,57317.000000,2447301.942176,42548.000000,2447301.942176,42548.000000,2447301.942176,42548.000000,2447301.942176,42548.000000,2419635.808321,57317.000000
26,30.000000,12.000000,2606640.048955,46832.000000,2606640.048955,46832.000000,2606640.048955,46832.000000,2606640.048955,46832.000000,2606640.048955,46832.000000,2606640.048955,46832.000000
26,4.639000,32768.000000,582375.870634,265920.000000,582375.870634,265920.000000,582375.870634,265920.000000,582375.870634,265920.000000,582375.870634,265920.000000,582375.870634,265920.000000
26,4.073000,262144.000000,396886.303629,212003.000000,396886.303629,212003.000000,396886.303629,212003.000000,396886.303629,212003.000000,396886.303629,212003.000000,396886.303629,212003.000000
26,7.918000,512.000000,1582201.820406,237730.000000,1582201.820406,237730.000000,1582201.820406,237730.000000,1582201.820406,237730.000000,1582201.820406,237730.000000,1582201.820406,237730.000000
26,16.772000,64.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000,2573354.817608,45919.000000
26,30.000000,9.000000,2623656.602254,45207.000000,2623656.602254,45207.000000,2623656.602254,45207.000000,2623656.602254,45207.000000,2623656.602254,45207.000000,2623656.602254,45207.000000
26,30.000000,18.000000,2913082.475427,121503.000000,2963190.437772,50720.000000,2963190.437772,50720.000000,2963190.437772,50720.000000,2894065.138681,50720.000000,2913082.475427,121503.000000
26,30.000000,6.000000,2670220.139687,45362.000000,2670220.139687,45362.000000,2670220.139687,45362.000000,2670220.139687,45362.000000,2670220.139687,45362.000000,2670220.139687,45362.000000
