Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
36,30.000000,12.000000,18681.809468,1654.000000,18681.809468,1654.000000,18681.809468,1654.000000,18681.809468,1654.000000,18681.809468,1654.000000,18681.809468,1654.000000
36,30.000000,18.000000,25796.381103,3100.000000,25796.381103,3100.000000,25796.381103,3100.000000,25796.381103,3100.000000,25796.381103,3100.000000,25796.381103,3100.000000
36,30.000000,15.000000,16607.420992,3308.000000,16607.420992,3308.000000,16607.420992,3308.000000,16607.420992,3308.000000,16607.420992,3308.000000,16607.420992,3308.000000
36,4.639000,32768.000000,521165.136251,305258.000000,521165.136251,305258.000000,521165.136251,305258.000000,521165.136251,305258.000000,521165.136251,305258.000000,521165.136251,305258.000000
36,4.073000,262144.000000,361389.986546,143701.000000,361389.986546,143701.000000,361389.986546,143701.000000,361389.986546,143701.000000,361389.986546,143701.000000,361389.986546,143701.000000
36,30.000000,6.000000,18793.327140,1893.000000,18793.327140,1893.000000,18793.327140,1893.000000,18793.327140,1893.000000,18793.327140,1893.000000,18793.327140,1893.000000
36,16.772000,64.000000,14989.926784,2574.000000,14989.926784,2574.000000,14989.926784,2574.000000,14989.926784,2574.000000,14989.926784,2574.000000,14989.926784,2574.000000
36,30.000000,9.000000,18084.875532,2036.000000,18084.875532,2036.000000,18084.875532,2036.000000,18084.875532,2036.000000,18084.875532,2036.000000,18084.875532,2036.000000
36,7.918000,512.000000,24303.013908,5662.000000,24303.013908,5662.000000,24303.013908,5662.000000,24303.013908,5662.000000,24303.013908,5662.000000,24303.013908,5662.000000
36,5.649000,4096.000000,97891.314252,38754.000000,97891.314252,38754.000000,97891.314252,38754.000000,97891.314252,38754.000000,97891.314252,38754.000000,97891.314252,38754.000000
