Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
34,30.000000,6.000000,29130.123206,6303.000000,29130.123206,6303.000000,29130.123206,6303.000000,29130.123206,6303.000000,29130.123206,6303.000000,29130.123206,6303.000000
34,30.000000,18.000000,33286.174157,8256.000000,33286.174157,8256.000000,33286.174157,8256.000000,33286.174157,8256.000000,33286.174157,8256.000000,33286.174157,8256.000000
34,4.073000,262144.000000,105694.353979,12514.000000,105694.353979,12514.000000,105694.353979,12514.000000,105694.353979,12514.000000,105694.353979,12514.000000,105694.353979,12514.000000
34,5.649000,4096.000000,94628.062365,29907.000000,94628.062365,29907.000000,94628.062365,29907.000000,94628.062365,29907.000000,94628.062365,29907.000000,94628.062365,29907.000000
34,30.000000,15.000000,22761.737873,2968.000000,22761.737873,2968.000000,22761.737873,2968.000000,22761.737873,2968.000000,22761.737873,2968.000000,22761.737873,2968.000000
34,16.772000,64.000000,23126.865914,3253.000000,23126.865914,3253.000000,23126.865914,3253.000000,23126.865914,3253.000000,23126.865914,3253.000000,23126.865914,3253.000000
34,7.918000,512.000000,44838.512933,19623.000000,44838.512933,19623.000000,44838.512933,19623.000000,44838.512933,19623.000000,44838.512933,19623.000000,44838.512933,19623.000000
34,30.000000,9.000000,21770.670913,4174.000000,21770.670913,4174.000000,21770.670913,4174.000000,21770.670913,4174.000000,21770.670913,4174.000000,21770.670913,4174.000000
34,30.000000,12.000000,24579.506016,4291.000000,24579.506016,4291.000000,24579.506016,4291.000000,24579.506016,4291.000000,24579.506016,4291.000000,24579.506016,4291.000000
34,4.639000,32768.000000,335668.364859,63469.000000,335668.364859,63469.000000,335668.364859,63469.000000,335668.364859,63469.000000,335668.364859,63469.000000,335668.364859,63469.000000
