Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
20,5.649000,4096.000000,1902432.365804,293202.000000,1902432.365804,293202.000000,1902432.365804,293202.000000,1902432.365804,293202.000000,1902432.365804,293202.000000,1902432.365804,293202.000000
20,4.639000,32768.000000,1195400.097645,244412.000000,1195400.097645,244412.000000,1195400.097645,244412.000000,1195400.097645,244412.000000,1195400.097645,244412.000000,1195400.097645,244412.000000
20,4.073000,262144.000000,493632.362023,204143.000000,493632.362023,204143.000000,493632.362023,204143.000000,493632.362023,204143.000000,493632.362023,204143.000000,493632.362023,204143.000000
20,7.918000,512.000000,3222761.072786,279907.000000,3222761.072786,279907.000000,3222761.072786,279907.000000,3222761.072786,279907.000000,3222761.072786,279907.000000,3222761.072786,279907.000000
20,16.772000,64.000000,6070492.216731,105772.000000,6092243.604683,105772.000000,6092243.604683,105772.000000,5991932.876758,105772.000000,6596219.848107,264898.000000,6070492.216731,105772.000000
20,30.000000,9.000000,6001853.098514,103382.000000,6001853.098514,103382.000000,6001853.098514,103382.000000,6001853.098514,103382.000000,6001853.098514,103382.000000,6001853.098514,103382.000000
20,30.000000,12.000000,5907100.947827,103318.000000,5915715.438900,103318.000000,5915715.438900,103318.000000,5720748.323260,173817.000000,5907100.947827,103318.000000,5907100.947827,103318.000000
20,30.000000,6.000000,6224396.813556,107709.000000,6224396.813556,107709.000000,6224396.813556,107709.000000,6224396.813556,107709.000000,6224396.813556,107709.000000,6224396.813556,107709.000000
20,30.000000,18.000000,5980506.916489,143167.000000,6160606.849631,108304.000000,6160606.849631,108304.000000,6257420.442486,277225.000000,6257420.442486,277225.000000,6257420.442486,277225.000000
20,30.000000,15.000000,6057576.057041,106415.000000,6111857.138872,106415.000000,6111857.138872,106415.000000,6202307.079634,245067.000000,6423957.861760,269922.000000,6057576.057041,106415.000000
