arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
34,50.000000,25,2552820.132188,2575183.811318,2577761.485755,2576785.097927,2604447.271523,2523839.381651,2575383.577970,2577761.485755
34,1000.000000,400,119863552.980850,119863552.980850,119863552.980850,119863552.980850,119863552.980850,119863552.980850,119863552.980850,119863552.980850
34,250.000000,100,27675389.303710,27675389.303710,27675389.303710,27675389.303710,27675389.303710,27675389.303710,27675389.303710,27675389.303710
34,7.918000,512,103261.515653,103254.284676,103228.720257,103228.720257,103228.720257,103228.720257,103228.720257,103228.720257
34,30.000000,12,57957.844637,57927.116811,57927.116811,57927.116811,57928.901845,57927.116811,57927.116811,57927.116811
34,16.772000,64,45260.594914,45065.964441,45065.964441,45065.964441,45065.964441,45065.964441,45065.964441,45065.964441
34,30.000000,9,49401.645975,49401.645975,49401.645975,49401.645975,49401.645975,49401.645975,49401.645975,49401.645975
34,5.649000,4096,396856.598975,396856.598975,396856.598975,396856.598975,396856.598975,396856.598975,396856.598975,396856.598975
34,30.000000,6,37002.629501,37002.629501,37002.629501,37002.629501,37002.629501,37002.629501,37002.629501,37002.629501
34,4.639000,32768,242988.404635,230702.735526,230702.735526,230702.735526,242986.774899,230702.735526,230702.735526,230702.735526
34,4.073000,262144,5323045.292399,838749.713483,838749.713483,838749.713483,838749.713483,838749.713483,838749.713483,838749.713483
