Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
36,30.000000,12.000000,17646.738877,4410.000000,17646.738877,4410.000000,17646.738877,4410.000000,17646.738877,4410.000000,17646.738877,4410.000000,17646.738877,4410.000000
36,16.772000,64.000000,16428.084490,3271.000000,16428.084490,3271.000000,16428.084490,3271.000000,16428.084490,3271.000000,16428.084490,3271.000000,16428.084490,3271.000000
36,4.073000,262144.000000,179846.110945,32075.000000,179846.110945,32075.000000,179846.110945,32075.000000,179846.110945,32075.000000,179846.110945,32075.000000,179846.110945,32075.000000
36,30.000000,15.000000,21102.455094,3644.000000,21102.455094,3644.000000,21102.455094,3644.000000,21102.455094,3644.000000,21102.455094,3644.000000,21102.455094,3644.000000
36,5.649000,4096.000000,109108.763718,43785.000000,109108.763718,43785.000000,109108.763718,43785.000000,109108.763718,43785.000000,109108.763718,43785.000000,109108.763718,43785.000000
36,30.000000,6.000000,15154.104329,2397.000000,15154.104329,2397.000000,15154.104329,2397.000000,15154.104329,2397.000000,15154.104329,2397.000000,15154.104329,2397.000000
36,30.000000,18.000000,24286.567707,3293.000000,24286.567707,3293.000000,24286.567707,3293.000000,24286.567707,3293.000000,24286.567707,3293.000000,24286.567707,3293.000000
36,30.000000,9.000000,16247.889401,1411.000000,16247.889401,1411.000000,16247.889401,1411.000000,16247.889401,1411.000000,16247.889401,1411.000000,16247.889401,1411.000000
36,7.918000,512.000000,23471.286991,6306.000000,23471.286991,6306.000000,23471.286991,6306.000000,23471.286991,6306.000000,23471.286991,6306.000000,23471.286991,6306.000000
36,4.639000,32768.000000,268109.119451,75200.000000,268109.119451,75200.000000,268109.119451,75200.000000,268109.119451,75200.000000,268109.119451,75200.000000,268109.119451,75200.000000
