Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
38,16.772000,64.000000,14632.812751,1348.000000,14632.812751,1348.000000,14632.812751,1348.000000,14632.812751,1348.000000,14632.812751,1348.000000,14632.812751,1348.000000
38,30.000000,6.000000,12029.249021,1142.000000,12029.249021,1142.000000,12029.249021,1142.000000,12029.249021,1142.000000,12029.249021,1142.000000,12029.249021,1142.000000
38,30.000000,9.000000,12812.797899,1920.000000,12812.797899,1920.000000,12812.797899,1920.000000,12812.797899,1920.000000,12812.797899,1920.000000,12812.797899,1920.000000
38,30.000000,12.000000,14832.144349,3948.000000,14832.144349,3948.000000,14832.144349,3948.000000,14832.144349,3948.000000,14832.144349,3948.000000,14832.144349,3948.000000
38,5.649000,4096.000000,104656.681784,30264.000000,104656.681784,30264.000000,104656.681784,30264.000000,104656.681784,30264.000000,104656.681784,30264.000000,104656.681784,30264.000000
38,4.073000,262144.000000,341404.593989,61527.000000,341404.593989,61527.000000,341404.593989,61527.000000,341404.593989,61527.000000,341404.593989,61527.000000,341404.593989,61527.000000
38,30.000000,15.000000,14222.843105,2137.000000,14222.843105,2137.000000,14222.843105,2137.000000,14222.843105,2137.000000,14222.843105,2137.000000,14222.843105,2137.000000
38,7.918000,512.000000,24384.334992,4413.000000,24384.334992,4413.000000,24384.334992,4413.000000,24384.334992,4413.000000,24384.334992,4413.000000,24384.334992,4413.000000
38,4.639000,32768.000000,303309.970039,48515.000000,303309.970039,48515.000000,303309.970039,48515.000000,303309.970039,48515.000000,303309.970039,48515.000000,303309.970039,48515.000000
38,30.000000,18.000000,15820.490163,1232.000000,15820.490163,1232.000000,15820.490163,1232.000000,15820.490163,1232.000000,15820.490163,1232.000000,15820.490163,1232.000000
