arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode7_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time
26,50.000000,25,3438817.128065,3461518.899628,3484526.339507,3533140.196085,3511772.545634,3533895.645282,3529682.908438,3336768.515527
26,1000.000000,400,121522742.801545,121522742.801545,121522742.801545,121522742.801545,121522742.801545,121522742.801545,121522742.801545,121522742.801545
26,250.000000,100,28346390.917263,28346390.917263,28346390.917263,28346390.917263,28346390.917263,28346390.917263,28346390.917263,28346390.917263
26,5.649000,4096,5400261.246609,5271697.971558,5271697.971558,5271697.971558,5271697.971558,5271697.971558,5271697.971558,5271697.971558
26,4.639000,32768,3013960.308458,3013960.308458,3013960.308458,3013960.308458,3013960.308458,3013960.308458,3013960.308458,3013960.308458
26,7.918000,512,10438517.087134,10469676.947704,10497194.550432,10504856.396428,10490663.408930,10504856.396428,10504856.396428,10504856.396428
26,4.073000,262144,7145951.258795,1689656.146351,1689656.146351,1689656.146351,1689656.146351,1689656.146351,1689656.146351,1689656.146351
26,16.772000,64,20615662.443601,20620068.545009,20620068.545009,20620068.545009,20620068.545009,20620068.545009,20620068.545009,20620068.545009
26,30.000000,12,20969732.055642,20969961.045324,20969961.045324,20969961.045324,20969961.045324,20969961.045324,20969961.045324,20969961.045324
26,30.000000,9,21260557.368408,21260557.368408,21260557.368408,21260557.368408,21260557.368408,21260557.368408,21260557.368408,21260557.368408
26,30.000000,6,21310862.482131,21310862.482131,21310862.482131,21310862.482131,21310862.482131,21310862.482131,21310862.482131,21310862.482131
