Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
20,4.073000,262144.000000,528867.192139,183424.000000,528867.192139,183424.000000,528867.192139,183424.000000,528867.192139,183424.000000,528867.192139,183424.000000,528867.192139,183424.000000
20,5.649000,4096.000000,1796541.547790,279991.000000,1796541.547790,279991.000000,1796541.547790,279991.000000,1796541.547790,279991.000000,1796541.547790,279991.000000,1796541.547790,279991.000000
20,4.639000,32768.000000,1003674.328615,243542.000000,1003674.328615,243542.000000,1003674.328615,243542.000000,1003674.328615,243542.000000,1003674.328615,243542.000000,1003674.328615,243542.000000
20,7.918000,512.000000,3169403.095147,277874.000000,3169403.095147,277874.000000,3169403.095147,277874.000000,3169403.095147,277874.000000,3169403.095147,277874.000000,3169403.095147,277874.000000
20,16.772000,64.000000,5929193.440383,102955.000000,5943707.616468,102955.000000,5943707.616468,102955.000000,5870029.633959,102955.000000,6254365.196527,249933.000000,5929193.440383,102955.000000
20,30.000000,18.000000,6148295.965886,147251.000000,6323445.991939,109749.000000,6323445.991939,109749.000000,6478119.058465,282305.000000,6478119.058465,282305.000000,6310955.968764,259626.000000
20,30.000000,9.000000,6020644.523855,104159.000000,6020644.523855,104159.000000,6020644.523855,104159.000000,6020644.523855,104159.000000,6020644.523855,104159.000000,6020644.523855,104159.000000
20,30.000000,15.000000,6399784.603726,110443.000000,6457652.945575,110443.000000,6457652.945575,110443.000000,6871326.378054,276054.000000,6871326.378054,276054.000000,6399784.603726,110443.000000
20,30.000000,6.000000,6058977.370295,104915.000000,6058977.370295,104915.000000,6058977.370295,104915.000000,6058977.370295,104915.000000,6058977.370295,104915.000000,6058977.370295,104915.000000
20,30.000000,12.000000,6141745.457390,107393.000000,6153592.060881,107393.000000,6153592.060881,107393.000000,6153592.060881,107393.000000,6141745.457390,107393.000000,6141745.457390,107393.000000
