Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
40,30.000000,6.000000,10892.794729,808.000000,10892.794729,808.000000,10892.794729,808.000000,10892.794729,808.000000,10892.794729,808.000000,10892.794729,808.000000
40,30.000000,18.000000,13819.447420,2303.000000,13819.447420,2303.000000,13819.447420,2303.000000,13819.447420,2303.000000,13819.447420,2303.000000,13819.447420,2303.000000
40,5.649000,4096.000000,50504.238198,10663.000000,50504.238198,10663.000000,50504.238198,10663.000000,50504.238198,10663.000000,50504.238198,10663.000000,50504.238198,10663.000000
40,30.000000,9.000000,12362.266054,836.000000,12362.266054,836.000000,12362.266054,836.000000,12362.266054,836.000000,12362.266054,836.000000,12362.266054,836.000000
40,30.000000,15.000000,12306.177067,916.000000,12306.177067,916.000000,12306.177067,916.000000,12306.177067,916.000000,12306.177067,916.000000,12306.177067,916.000000
40,30.000000,12.000000,10591.856731,1274.000000,10591.856731,1274.000000,10591.856731,1274.000000,10591.856731,1274.000000,10591.856731,1274.000000,10591.856731,1274.000000
40,16.772000,64.000000,10196.843629,893.000000,10196.843629,893.000000,10196.843629,893.000000,10196.843629,893.000000,10196.843629,893.000000,10196.843629,893.000000
40,7.918000,512.000000,20402.857569,4128.000000,20402.857569,4128.000000,20402.857569,4128.000000,20402.857569,4128.000000,20402.857569,4128.000000,20402.857569,4128.000000
40,4.073000,262144.000000,278295.024176,86876.000000,278295.024176,86876.000000,278295.024176,86876.000000,278295.024176,86876.000000,278295.024176,86876.000000,278295.024176,86876.000000
40,4.639000,32768.000000,224869.452954,41909.000000,224869.452954,41909.000000,224869.452954,41909.000000,224869.452954,41909.000000,224869.452954,41909.000000,224869.452954,41909.000000
