Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
22,4.073000,262144.000000,567536.342310,247492.000000,567536.342310,247492.000000,567536.342310,247492.000000,567536.342310,247492.000000,567536.342310,247492.000000,567536.342310,247492.000000
22,4.639000,32768.000000,782476.265829,243477.000000,782476.265829,243477.000000,782476.265829,243477.000000,782476.265829,243477.000000,782476.265829,243477.000000,782476.265829,243477.000000
22,5.649000,4096.000000,1306085.001690,281507.000000,1306085.001690,281507.000000,1306085.001690,281507.000000,1306085.001690,281507.000000,1306085.001690,281507.000000,1306085.001690,281507.000000
22,7.918000,512.000000,2831316.591009,283987.000000,2831316.591009,283987.000000,2831316.591009,283987.000000,2831316.591009,283987.000000,2831316.591009,283987.000000,2831316.591009,283987.000000
22,30.000000,15.000000,5018175.157515,87074.000000,5047021.158193,87074.000000,5047021.158193,87074.000000,5047021.158193,87074.000000,5642045.612834,264562.000000,5018175.157515,87074.000000
22,30.000000,9.000000,4589005.180101,80180.000000,4589005.180101,80180.000000,4589005.180101,80180.000000,4589005.180101,80180.000000,4589005.180101,80180.000000,4589005.180101,80180.000000
22,16.772000,64.000000,5009814.981661,87204.000000,5018869.786623,87204.000000,5018869.786623,87204.000000,5018869.786623,87204.000000,4973926.175211,181129.000000,5009814.981661,87204.000000
22,30.000000,6.000000,4858996.209597,84251.000000,4858996.209597,84251.000000,4858996.209597,84251.000000,4858996.209597,84251.000000,4858996.209597,84251.000000,4858996.209597,84251.000000
22,30.000000,18.000000,4827048.417876,116075.000000,4914625.991123,85238.000000,4914625.991123,85238.000000,4914625.991123,85238.000000,5234021.952359,262023.000000,4827048.417876,116075.000000
22,30.000000,12.000000,4740511.888618,81630.000000,4750582.766406,81630.000000,4750582.766406,81630.000000,4750582.766406,81630.000000,4740511.888618,81630.000000,4740511.888618,81630.000000
