arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
22,8.500000,262144,53081654.768857
22,9.800000,32768,72626004.795990
22,12.400000,4096,108089211.345440
22,18.900000,512,179506596.028389
22,56.300000,64,314632821.538457
22,60.000000,12,300742824.675906
22,60.000000,18,288733697.904275
22,60.000000,24,276706748.248248
