arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
32,8.500000,262144,26825245.187652
32,9.800000,32768,44952286.938109
32,12.400000,4096,75521029.395481
32,18.900000,512,139134921.131449
32,56.300000,64,237456348.489239
32,60.000000,12,230037627.795066
32,60.000000,18,221812760.933848
32,60.000000,24,212646033.435151
