arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
30,8.500000,262144,35707300.485043
30,9.800000,32768,48454807.592134
30,12.400000,4096,79667626.192948
30,18.900000,512,148602624.294110
30,56.300000,64,252598634.148939
30,60.000000,12,247022382.310268
30,60.000000,18,235840960.735228
30,60.000000,24,227697144.857834
