arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
22,8.500000,262144,7011287.890464
22,9.800000,32768,9706045.325214
22,12.400000,4096,13424618.253978
22,18.900000,512,23177029.889978
22,56.300000,64,39296904.937242
22,60.000000,12,37733651.085377
22,60.000000,18,35747554.911037
22,60.000000,24,34557867.272660
