arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
32,8.500000,262144,29010196.718257
32,9.800000,32768,41098396.797811
32,12.400000,4096,76312548.081666
32,18.900000,512,140443477.701861
32,56.300000,64,237467137.506167
32,60.000000,12,231976861.476385
32,60.000000,18,221151525.441846
32,60.000000,24,214222650.636067
