arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
26,8.500000,262144,44902904.552229
26,9.800000,32768,61499848.823380
26,12.400000,4096,97187895.163002
26,18.900000,512,163593531.035872
26,56.300000,64,283541325.614257
26,60.000000,12,271717865.798195
26,60.000000,18,263261392.980124
26,60.000000,24,252300212.157318
