arrival_rate,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time
22,8.500000,262144,53787149.813691
22,9.800000,32768,74314630.647846
22,12.400000,4096,109584258.413725
22,18.900000,512,184322555.618415
22,56.300000,64,314006468.874606
22,60.000000,12,303362103.498762
22,60.000000,18,289351592.811108
22,60.000000,24,273804436.890097
