frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,14623070.266158,551257.000000,6953.017762
4,14517558.416416,536162.000000,162.668374
8,14439586.372672,549423.000000,566817.344845
16,14236511.233798,535454.000000,61093.554930
32,14405714.590420,548560.000000,274255.672720
64,14602974.597450,550391.000000,504643.371217
128,14433426.900785,533813.000000,631600.673262
256,13982777.246111,530453.000000,1162300.248174
512,14461755.271515,524338.000000,1712034.741224
1024,13336470.377930,509235.000000,711039.350336
2048,12581149.709575,506423.000000,863315.796830
4096,13869431.646197,524432.000000,5018455.630661
8192,13372556.086264,531540.000000,4514003.703878
16384,12993526.639738,456691.000000,4177078.256865
32768,23766449.081702,731505.000000,7709979.738714
65536,10158038.571556,413344.000000,0.000000
