frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,14156010.370450,542862.000000,189364.388484
4,14506124.430905,555539.000000,338814.195365
8,14149842.295247,541801.000000,289854.630163
16,14254920.234727,545351.000000,489214.528759
32,14204828.334929,532204.000000,502132.807052
64,14827565.545685,535869.000000,663324.147942
128,14201157.973537,545250.000000,424037.667692
256,14617907.612864,542541.000000,1185281.069249
512,14991684.249741,551692.000000,1075353.787882
1024,13409017.225103,523469.000000,1562820.275478
2048,16388839.645836,573078.000000,1916129.143609
4096,16177207.995260,541324.000000,150978.793309
8192,14555956.604168,525510.000000,3373423.300807
16384,12837643.803595,464301.000000,197988.714428
32768,8000636.442469,381119.000000,376456.300281
65536,16551253.277328,503300.000000,9987767.044553
