frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,14297318.191058,545218.000000,373275.908151
4,14407203.085153,536527.000000,233089.665515
8,14222394.042769,546496.000000,89220.046408
16,14379508.912724,545656.000000,331364.823279
32,15045261.321261,551653.000000,64896.374128
64,14654795.269174,541460.000000,591283.490453
128,15493708.505693,557717.000000,654235.652853
256,13699987.517445,529616.000000,346023.784815
512,14042347.408477,543000.000000,7442.801757
1024,16031873.119737,565745.000000,4502080.543784
2048,14692971.611046,516339.000000,3897962.309467
4096,12172607.129126,475275.000000,4148573.851794
8192,14459772.054341,514908.000000,3196185.445350
16384,7521411.465835,379440.000000,474472.959106
32768,18604403.999701,586789.000000,6626084.385422
65536,23439187.314216,691182.000000,14694584.246557
