frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,14241178.075836,537854.000000,564.139167
4,13992772.376902,543997.000000,1718.718709
8,14459575.813015,550323.000000,436360.980343
16,14680757.781115,546414.000000,437360.563938
32,14826694.563641,548869.000000,721536.471995
64,15070335.427239,538526.000000,823697.801440
128,14512175.489979,541475.000000,457283.049969
256,14726720.620476,541420.000000,676267.414653
512,14629424.251124,543961.000000,2307268.935506
1024,16035056.413068,574943.000000,1930305.151255
2048,14313862.778100,532883.000000,4373889.144206
4096,14447372.431904,529288.000000,6544677.115994
8192,12522563.485526,474047.000000,6011242.297081
16384,17375604.450824,540840.000000,2637649.759295
32768,12053228.380010,415425.000000,512236.641409
65536,12823680.998719,438513.000000,8890981.440622
