frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,13740587.224215,528302.000000,247920.216140
4,14386440.976942,541956.000000,414038.685726
8,14640213.291598,551908.000000,474435.970649
16,14626120.897117,555361.000000,396005.102806
32,14404599.392573,544436.000000,513047.214541
64,14583050.010244,546766.000000,1151840.891002
128,14680867.170345,538176.000000,1080007.329168
256,14163945.734570,533362.000000,270512.220081
512,14185839.915502,528373.000000,936081.823556
1024,14163488.456507,533554.000000,2399133.493798
2048,15825641.820633,564154.000000,4138756.111579
4096,15587078.485118,579027.000000,4285705.445603
8192,14284667.846562,537785.000000,6544797.106459
16384,20926106.669710,633472.000000,5970068.301195
32768,12453365.540329,448395.000000,4675550.830428
65536,24154647.003644,683520.000000,21104511.966700
