frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,29377795.668978,525797.000000,43261.269919
4,29482569.526866,533843.000000,978859.097597
8,523437.096086,22608.000000,7190.445675
16,30427782.220366,557890.000000,1028401.189031
32,56067092.055565,865976.000000,2335532.204116
64,30306695.926414,542770.000000,1762032.151066
128,57750579.039706,870539.000000,4555469.743993
256,30554654.602676,560064.000000,2507344.898158
512,57677531.816145,866988.000000,6789100.636524
1024,56934540.146052,861607.000000,8530817.802610
2048,30348733.706648,516477.000000,5480622.290798
4096,29442889.232628,536136.000000,5782218.534263
8192,31607858.202320,530718.000000,11799726.442174
16384,1742074.719583,50512.000000,451136.238386
32768,58325033.527429,882590.000000,33323378.545422
65536,2336816.815499,87913.000000,1545072.472200
