frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,440738.141046,16825.000000,9521.246347
4,56816203.976464,866163.000000,839957.676440
8,29611186.743899,534030.000000,711096.730928
16,29496967.936819,516882.000000,612174.198210
32,57034270.149797,882532.000000,1343804.784743
64,57298088.531103,861747.000000,2752874.073691
128,1554473.308818,61208.000000,8176.725445
256,57483008.786033,871832.000000,4178982.688459
512,30501827.776802,528055.000000,3346974.580780
1024,30989765.199190,532535.000000,4742797.943545
2048,57819066.226532,860862.000000,11620335.198166
4096,31149439.252142,551291.000000,8852498.708052
8192,27162082.794257,513761.000000,4732023.568292
16384,56591509.107952,848897.000000,15528423.711723
32768,27918825.432241,500262.000000,12256538.641349
65536,3786048.077476,113468.000000,2286684.161188
