frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,55483081.216703,842899.000000,1346098.802106
4,30105960.934875,551487.000000,934271.821670
8,29572775.963449,543658.000000,980722.263102
16,56697689.641962,857445.000000,1513899.106363
32,30381557.885724,530797.000000,138556.802597
64,1480764.761084,60076.000000,7230.165904
128,56632391.496298,867814.000000,4206463.329014
256,1864629.091339,67188.000000,24703.807298
512,30778039.077228,546988.000000,3507942.489736
1024,57327254.881263,883828.000000,6529613.832158
2048,57536180.824223,863837.000000,10100327.811823
4096,31085913.351522,529341.000000,9086962.824178
8192,33287554.057002,549399.000000,14311474.794226
16384,33508451.519563,516589.000000,13408274.885278
32768,55114007.460064,809467.000000,21695300.068131
65536,34710891.777568,529089.000000,32607812.871327
