frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,30218749.544167,549373.000000,457989.981797
4,29222898.860744,527151.000000,952571.855155
8,457042.327740,20272.000000,20471.869382
16,29721001.057177,526186.000000,853824.705025
32,56371897.201527,861069.000000,2185229.391218
64,30559092.987600,539514.000000,1984224.633076
128,2030726.467197,68731.000000,79403.071427
256,57012598.567677,865045.000000,4965606.521208
512,2224930.838476,85600.000000,245692.401342
1024,31145633.526609,540623.000000,2350736.769670
2048,30832238.519273,542123.000000,5280494.684459
4096,2573746.512683,87355.000000,658276.822481
8192,3267854.004767,114964.000000,990206.447877
16384,1186990.206420,39616.000000,722150.916359
32768,29783038.942878,513778.000000,18205613.920902
65536,54211877.583755,829774.000000,35131687.599209
