frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,56262111.614364,865269.000000,838337.394781
4,29328509.367418,525374.000000,661429.043076
8,1290544.051841,46348.000000,41303.668094
16,29764138.944757,531519.000000,1249058.257529
32,29854730.160696,525025.000000,994068.859778
64,1350928.701613,48083.000000,71991.063432
128,30245713.583202,550157.000000,2295941.568238
256,30667653.055212,549424.000000,2639389.484633
512,1848768.603700,71639.000000,247466.784892
1024,56712725.914807,860629.000000,9640804.542367
2048,57467493.506599,858723.000000,7915590.985401
4096,56538715.374630,862132.000000,10907992.346945
8192,2311448.353146,80067.000000,1437893.178823
16384,57107211.710527,827323.000000,15742081.503845
32768,2561948.709433,74363.000000,1322657.166155
65536,60917209.842581,840894.000000,36270814.026036
