frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,253604.993143,109999.000000,17.146428
4,431548.416485,332021.000000,154.035710
8,188514.939458,94763.000000,1460.690932
16,280831.889407,198389.000000,131.365901
32,328124.303237,165551.000000,922.363811
64,204830.133315,116182.000000,175.079982
128,801973.976154,285007.000000,28834.791000
256,658401.218849,214123.000000,4379.897716
512,1009883.382690,283087.000000,44675.929906
1024,230672.402797,154274.000000,13397.389858
2048,628359.518137,250768.000000,48293.913260
4096,654824.546004,290183.000000,135507.244611
8192,104413.206267,30525.000000,35885.422249
16384,1014947.026585,149751.000000,55811.716816
32768,1346719.006836,254756.000000,1099014.911728
65536,2186780.516930,139732.000000,2046081.298590
