frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,186721.008015,113855.000000,9.273618
4,140512.944268,75807.000000,108.346666
8,299306.966847,162747.000000,93.010752
16,200592.717370,124062.000000,86.110394
32,361213.174234,322740.000000,9880.648511
64,464217.238169,285783.000000,280.741874
128,107787.679138,31576.000000,415.727074
256,493407.819225,252831.000000,1139.031167
512,124468.146897,52378.000000,8551.860090
1024,445915.189257,182188.000000,60941.583250
2048,635536.506430,202714.000000,45713.541659
4096,355133.050147,158227.000000,86251.701861
8192,831938.924636,233177.000000,194414.981251
16384,2055770.946093,197654.000000,631549.386423
32768,1456798.939852,170950.000000,1061642.125046
65536,4727390.283179,251507.000000,4700851.161269
